Launch Date and Time (UTC),Launch Site (Abbrv.),Latitude,Longitude,Launch Vehicle,Official Payload Name,Success,Launch Site (Full)
2025 MAY 07 0117,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-93,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 MAY 04 0854,KSC,28.60822681,-80.60428186,Falcon 9 Block 5,Starlink Group 6-84,S,"Launch Complex 39A / Kennedy Space Center, FL, USA"
2025 MAY 02 0151,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-75,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 APR 29 1337,VSFB,34.7556,-120.6224,Firefly Alpha,FLTA006 (Message in a Booster),F,"Space Launch Complex 2W / Vandenberg SFB, CA, USA"
2025 APR 29 0915,CSG,5.236,-52.775,Vega-C,Biomass,S,"Ariane Launch Area 1 (ELV) / Guiana Space Centre, French Guiana"
2025 APR 29 0234,KSC,28.60822681,-80.60428186,Falcon 9 Block 5,Starlink Group 12-10,S,"Launch Complex 39A / Kennedy Space Center, FL, USA"
2025 APR 28 2301,CCSFS,28.58341025,-80.58303644,Atlas V 551,Amazon Leo (KA-01),S,"Space Launch Complex 41 / Cape Canaveral SFS, FL, USA"
2025 APR 28 2042,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 11-9,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 APR 28 2010,WSLC,19.614334,110.951011,Long March 5B/YZ-2,SatNet LEO Group 03,S,"101 / Wenchang Space Launch Site, People's Republic of China"
2025 APR 28 0209,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 12-23,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 APR 27 1554,XSLC,28.245504,102.026768,Long March 3B/E,Tianlian 2-05,S,"Launch Complex 2 (LC-2) / Xichang Satellite Launch Center, People's Republic of China"
2025 APR 25 0152,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-74,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 APR 24 0917,JSLC,40.957893,100.290944,Long March 2F/G,Shenzhou 20,S,"Launch Area 91 (SLS-1 / 921) / Jiuquan Satellite Launch Center, People's Republic of China"
2025 APR 22 0048,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Bandwagon 3 (Dedicated Mid-Inclination Rideshare),S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 APR 21 0815,KSC,28.60822681,-80.60428186,Falcon 9 Block 5,Dragon CRS-2 SpX-32,S,"Launch Complex 39A / Kennedy Space Center, FL, USA"
2025 APR 20 1229,VSFB,34.632,-120.611,Falcon 9 Block 5,NROL-145,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 APR 18 2251,TSLC,38.8583,111.5802,Long March 6A,Shiyan 27 01-06,S,"Launch Complex 9A / Taiyuan Satellite Launch Center, People's Republic of China"
2025 APR 16 1933,VSFB,34.57635,-120.63245,Minotaur IV,NROL-174,S,"Space Launch Complex 8 / Vandenberg SFB, CA, USA"
2025 APR 14 1330,SA,31.422878,-104.757121,New Shepard,NS-31,S,"West Texas Suborbital Launch Site/ Corn Ranch / Corn Ranch, Van Horn, TX, USA"
2025 APR 14 0400,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-73,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 APR 13 0053,KSC,28.60822681,-80.60428186,Falcon 9 Block 5,Starlink Group 12-17,S,"Launch Complex 39A / Kennedy Space Center, FL, USA"
2025 APR 12 1225,VSFB,34.632,-120.611,Falcon 9 Block 5,NROL-192,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 APR 10 1647,XSLC,28.247059,102.029008,Long March 3B/E,TJSW-17,S,"Launch Complex 3 (LC-3/LA-1) / Xichang Satellite Launch Center, People's Republic of China"
2025 APR 08 0547,Baikonur,45.996034,63.564003,Soyuz 2.1a,Soyuz MS-27,S,"31/6 / Baikonur Cosmodrome, Republic of Kazakhstan"
2025 APR 07 2306,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 11-11,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 APR 06 0307,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-72,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 APR 04 0102,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 11-13,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 APR 03 0212,TSLC,38.868222,111.58024,Long March 6,Tianping-3A-02,S,"Launch Complex 16 / Taiyuan Satellite Launch Center, People's Republic of China"
2025 APR 01 0400,JSLC,40.960482,100.298059,Long March 2D,4 x SatNet test satellites,S,"Launch Area 94 (SLS-2 / 603) / Jiuquan Satellite Launch Center, People's Republic of China"
